respondent_id,xyz_vaccine,seasonal_vaccine
27998,0,0.72
27999,0.53,0.93
28000,0.07,0.04
28001,0.03,0.15
28002,0.02,0.04
28003,0.01,0.48
28004,0.16,0.4
28005,0.23,0.4
28006,0.09,0.25
28007,0.05,0.4
28008,0.05,0.91
28009,0.05,0.42
28010,0,0.16
28011,0.07,0.29
28012,0.81,0.88
28013,0.64,0.83
28014,0.01,0.11
28015,0.43,0.7
28016,0.51,0.75
28017,0.03,0.2
28018,0,0.89
28019,0.01,0.08
28020,0.03,0.16
28021,0.45,0.53
28022,0.62,0.59
28023,0.62,0.44
28024,0.02,0.48
28025,0.73,0.86
28026,0.02,0.15
28027,0.34,0.84
28028,0.19,0.91
28029,0.37,0.77
28030,0.83,0.98
28031,0,0.06
28032,0.09,0.55
28033,0.34,0.15
28034,0.76,0.66
28035,0.31,0.12
28036,0.04,0.05
28037,0.15,0.61
28038,0,0.1
28039,0,0.36
28040,0.45,0.98
28041,0.07,0.86
28042,0.2,0.35
28043,0.79,0.93
28044,0.16,0.44
28045,0.3,0.56
28046,0,0.54
28047,0.22,0.58
28048,0.11,0.09
28049,0.06,0.87
28050,0,0.18
28051,0.02,0.68
28052,0.24,0.75
28053,0,0.28
28054,0.32,0.25
28055,0.38,0.12
28056,0.99,0.99
28057,0.01,0.83
28058,0.04,0.13
28059,0.05,0.45
28060,0.02,0.07
28061,0.26,0.31
28062,0.32,0.43
28063,0.07,0.51
28064,0.02,0.62
28065,0.11,0.28
28066,0.11,0.56
28067,0.02,0.82
28068,0.35,0.16
28069,0.26,0.54
28070,0,0.52
28071,0.06,0.57
28072,0.19,0.51
28073,0,0.01
28074,0.47,0.58
28075,0.14,0.2
28076,0.02,0.61
28077,0.11,0.1
28078,0.29,0.79
28079,0.51,0.81
28080,0.09,0.44
28081,0.12,0.73
28082,0.29,0.66
28083,0.01,0.01
28084,0.09,0.1
28085,0.64,0.28
28086,0.06,0.58
28087,0.16,0.98
28088,0.22,0.41
28089,0.01,0.2
28090,0.06,0.38
28091,0.1,0.17
28092,0.08,0.04
28093,0.04,0.48
28094,0.06,0.37
28095,0.9,0.92
28096,0.33,0.69
28097,0,0
28098,0.06,0.43
28099,0.11,0.16
28100,0.02,0.11
28101,0.47,0.95
28102,0.13,0.05
28103,0,0.83
28104,0.3,0.97
28105,0.1,0.03
28106,0.07,0.51
28107,0.05,0.07
28108,0.48,0.47
28109,0.08,0.25
28110,0.2,0.98
28111,0.4,0.31
28112,0.12,0.52
28113,0.02,0.65
28114,0.03,0.05
28115,0.12,0.17
28116,0.02,0.28
28117,0.21,0.38
28118,0.24,0.26
28119,0.29,0.87
28120,0.43,0.74
28121,0.34,0.85
28122,0.05,0.03
28123,0.1,0.07
28124,0.04,0.35
28125,0.07,0.28
28126,0.41,0.69
28127,0.08,0.5
28128,0.03,0
28129,0.22,0.89
28130,0.09,0.24
28131,0.33,0.15
28132,0.27,0.99
28133,0.35,0.96
28134,0.35,0.36
28135,0.09,0.59
28136,0.08,0.65
28137,0.02,0.13
28138,0.38,0.97
28139,0.22,0.74
28140,0.57,0.74
28141,0,0
28142,0.05,0.03
28143,0.09,0.28
28144,0.08,0.85
28145,0.22,0.31
28146,0.08,0.27
28147,0.05,0.42
28148,0.5,0.59
28149,0.08,0.05
28150,0.02,0.77
28151,0,0.45
28152,0.15,0.49
28153,0.03,0.03
28154,0.13,0.02
28155,0.01,0.79
28156,0.11,0.73
28157,0.3,0.27
28158,0.8,0.96
28159,0.69,0.9
28160,0.14,0.28
28161,0.12,0.6
28162,0.17,0.81
28163,0.17,0.38
28164,0.79,0.92
28165,0.12,0.29
28166,0.83,1
28167,0.08,0.17
28168,0.44,0.7
28169,0.01,0.17
28170,0.05,0.6
28171,0.04,0.39
28172,0.04,0.79
28173,0.02,0.01
28174,0.03,0.08
28175,0.32,0.99
28176,0.03,0.07
28177,0.2,0.15
28178,0.04,0.6
28179,0.02,0.17
28180,0.07,0.06
28181,0.02,0.46
28182,0.08,0.58
28183,0.2,0.16
28184,0.05,0.08
28185,0.16,0.53
28186,0.07,0.43
28187,0.33,0.48
28188,0.2,0.34
28189,0,0.13
28190,0.07,0.28
28191,0,0.11
28192,0.01,0.15
28193,0,0.95
28194,0.03,0.37
28195,0.47,0.88
28196,0.57,0.81
28197,0.09,0.51
28198,0.39,0.76
28199,0.14,0.41
28200,0.03,0.34
28201,0.09,0.25
28202,0.12,0.63
28203,0.18,0.83
28204,0.03,0.26
28205,0.59,0.33
28206,0.15,0.28
28207,0.73,0.7
28208,0.11,0.48
28209,0.3,0.48
28210,0.02,0
28211,0.41,0.63
28212,0.69,0.75
28213,0.68,0.95
28214,0.03,0.19
28215,0.2,0.43
28216,0.27,0.28
28217,0.01,0.03
28218,0.81,0.68
28219,0.11,0.07
28220,0.23,0.28
28221,0.17,0.05
28222,0.57,0.79
28223,0.5,0.87
28224,0.03,0.15
28225,0.32,0.64
28226,0.01,0
28227,0.32,0.96
28228,0.02,0.62
28229,0.49,0.81
28230,0,0.02
28231,0.38,0.85
28232,0.43,0.62
28233,0.1,0.32
28234,0.46,0.94
28235,0.02,0.41
28236,0.08,0.05
28237,0.41,0.36
28238,0.23,0.95
28239,0.02,0.42
28240,0.57,0.43
28241,0.09,0.09
28242,0.39,0.54
28243,0.03,0.57
28244,0.17,0.5
28245,0.19,0.43
28246,0.06,0.02
28247,0.4,0.28
28248,0.01,0.45
28249,0.02,0.37
28250,0.28,0.83
28251,0.35,0.86
28252,0.12,0.24
28253,0.23,0.7
28254,0.41,0.19
28255,0.05,0.38
28256,0.76,0.69
28257,0,0.04
28258,0.02,0.2
28259,0.27,0.99
28260,0.16,0.33
28261,0.78,0.78
28262,0.05,0.09
28263,0.11,0.31
28264,0.56,0.84
28265,0.07,0.66
28266,0.1,0.1
28267,0.02,0.42
28268,0.05,0.15
28269,0.03,0.22
28270,0.27,0.8
28271,0.31,0.27
28272,0.07,0.69
28273,0.28,0.5
28274,0.48,0.78
28275,0.03,0.3
28276,0.15,0.35
28277,0.01,0
28278,0.23,0.69
28279,0.72,0.84
28280,0,0.15
28281,0.12,0.06
28282,0.02,0.01
28283,0.32,0.13
28284,0.73,0.53
28285,0.14,0.52
28286,0.1,0.1
28287,0.03,0.16
28288,0,0.2
28289,0,0.07
28290,0.04,0.12
28291,0.85,0.99
28292,0.22,0.64
28293,0,0.1
28294,0.31,0.56
28295,0.03,0.6
28296,0.42,0.42
28297,0.02,0.03
28298,0.01,0.9
28299,0.17,0.23
28300,0.29,0.28
28301,0.11,0.03
28302,0.09,0.29
28303,1,1
28304,0,0.34
28305,0.04,0.18
28306,0.05,0.04
28307,0.12,0.84
28308,0.31,0.94
28309,0.02,0.11
28310,0.07,0.18
28311,0.25,0.78
28312,0,0.83
28313,0.02,0.19
28314,0.04,0.37
28315,0.91,0.96
28316,0.05,0.3
28317,0,0.08
28318,0,0.03
28319,0.03,0.47
28320,0.66,0.81
28321,0.34,0.91
28322,0.27,0.35
28323,0.06,0.69
28324,0.03,0.87
28325,0,0.9
28326,0.47,0.61
28327,0.96,0.86
28328,0.42,0.52
28329,0.02,0.83
28330,0.35,0.59
28331,0.02,0.01
28332,0.01,0.02
28333,0.03,0.24
28334,0,0.09
28335,0,0.26
28336,0.03,0.6
28337,0.28,0.08
28338,0.06,0.04
28339,0.72,0.87
28340,0.29,0.55
28341,0.26,0.82
28342,0.3,0.1
28343,0.56,0.68
28344,0.14,0.6
28345,0.22,0.67
28346,0.19,0.74
28347,0.33,0.75
28348,0.08,0.63
28349,0.07,0.03
28350,0.86,0.86
28351,0.1,0.8
28352,0.13,0.82
28353,0.51,0.8
28354,0.04,0.06
28355,0.08,0.75
28356,0.16,0.66
28357,0,0.05
28358,0.42,0.66
28359,0.05,0.88
28360,0.17,0.71
28361,0.02,0.1
28362,0.11,0.9
28363,0.92,0.99
28364,0.87,0.93
28365,0.06,0.19
28366,0.04,0.28
28367,0.08,0.45
28368,0.74,0.88
28369,0.16,0.07
28370,0.47,0.8
28371,0.27,0.16
28372,0.06,0.13
28373,0.03,0.11
28374,0.08,0.43
28375,0.25,0.33
28376,0.02,0.37
28377,0.03,0.16
28378,0,0.07
28379,0.01,0.32
28380,0,0.23
28381,0.68,0.99
28382,0.32,0.41
28383,0.01,0.2
28384,0.01,0.21
28385,0.42,0.84
28386,0.03,0.35
28387,0.26,0.98
28388,0.61,0.64
28389,0.01,0.02
28390,0.4,0.96
28391,0.02,0.11
28392,0.19,0.47
28393,0.03,0.85
28394,0.04,0.47
28395,0.01,0.83
28396,0.06,0.26
28397,0.36,0.41
28398,0.09,0.21
28399,0.96,1
28400,0.16,0.71
28401,0.4,0.11
28402,0.46,0.49
28403,0.42,0.56
28404,0.04,0.85
28405,0.06,0.2
28406,0.11,0.29
28407,0.62,0.68
28408,0.07,0.97
28409,0,0.13
28410,0.86,0.8
28411,0.34,0.37
28412,0.83,0.83
28413,0.23,0.24
28414,0.83,0.98
28415,0.12,0.16
28416,0.01,0.16
28417,0,0.01
28418,0.5,0.58
28419,0.92,0.87
28420,0.72,0.83
28421,0.02,0.41
28422,0.03,0.15
28423,0,0.1
28424,0.39,0.41
28425,0.11,0.04
28426,0.09,0.54
28427,0.46,0.34
28428,0.05,0.85
28429,0.09,0.07
28430,0.85,0.64
28431,0.96,0.83
28432,0.11,0.1
28433,0.29,0.33
28434,0.02,0.63
28435,0.21,0.64
28436,0.11,0.08
28437,0,0.21
28438,0.02,0.12
28439,0.09,0.16
28440,0.03,0.74
28441,0.94,0.93
28442,0.04,0.75
28443,0.8,0.96
28444,0.3,0.59
28445,0.34,0.26
28446,0.05,0.26
28447,0.05,0.72
28448,0.48,0.14
28449,0.36,0.5
28450,0.05,0.45
28451,0.03,0.26
28452,0,0
28453,0.06,0.56
28454,0.1,0.17
28455,0.99,0.96
28456,0.03,0.5
28457,0.31,0.63
28458,0.11,0.31
28459,0,0.01
28460,0,0.01
28461,0.3,0.3
28462,0.11,0.38
28463,0.52,0.06
28464,0.04,0.78
28465,0.59,0.74
28466,0.26,0
28467,0.22,0.65
28468,0.09,0.3
28469,0.15,0.44
28470,0.28,0.12
28471,0.04,0.79
28472,0,0.48
28473,0,0.34
28474,0,0.32
28475,0.25,0.72
28476,0.01,0.02
28477,0.15,0.04
28478,0.26,0.56
28479,0.29,0.54
28480,0,0.27
28481,0.02,0.59
28482,0.18,0.82
28483,0.05,0.4
28484,0.24,0.8
28485,0.01,0.03
28486,0.08,0.11
28487,0,0.08
28488,0.03,0.88
28489,0.18,0.29
28490,0,0.47
28491,0.22,0.69
28492,0.17,0.64
28493,0.01,0.1
28494,0.48,0.49
28495,0.01,0.07
28496,0.08,0.79
28497,0.01,0.17
28498,0,0.4
28499,0.26,0.92
28500,0.08,0.24
28501,0.04,0.69
28502,0,0.31
28503,0.41,0.38
28504,0.05,0.19
28505,0.01,0
28506,0.67,0.83
28507,0.02,0
28508,0.93,0.78
28509,0.15,0.56
28510,0.33,0.53
28511,0.01,0.91
28512,0,0.34
28513,0.33,0.39
28514,0.08,0.26
28515,0.03,0.17
28516,0.06,0.25
28517,0,0.12
28518,0.41,0.67
28519,0,0.11
28520,0.02,0.11
28521,0.07,0.91
28522,0.24,0.63
28523,0,0.57
28524,0.25,0.23
28525,0.23,0.28
28526,0.1,0.09
28527,0.02,0.33
28528,0.71,0.89
28529,0.01,0.07
28530,0.3,0.82
28531,0.03,0.07
28532,0.14,0.11
28533,0.02,0.2
28534,0.02,0
28535,0.02,0
28536,0.08,0.4
28537,0.07,0.57
28538,0.83,0.87
28539,0,0.06
28540,0,0.99
28541,0.31,0.7
28542,0.03,0.01
28543,0.06,0.2
28544,0.42,0.68
28545,0.01,0.91
28546,0.22,0.3
28547,0.09,0.78
28548,0.07,0.2
28549,0.01,0.2
28550,0.04,0.57
28551,0.43,0.86
28552,0.28,0.35
28553,0.07,0.08
28554,0.05,0.68
28555,0.1,0.3
28556,0.07,0.08
28557,0.36,0.98
28558,0.04,0.42
28559,0.02,0.26
28560,0.13,0.62
28561,0.43,0.87
28562,0.08,0.03
28563,0.05,0.19
28564,0,0.12
28565,0.33,0.4
28566,0.01,0.56
28567,0.01,0.02
28568,0,0.42
28569,0.25,0.63
28570,0.01,0.36
28571,0.01,0.24
28572,0,0.07
28573,0.75,1
28574,0.31,0.61
28575,0.14,0.7
28576,0.39,0.15
28577,0.09,0.92
28578,0.01,0.05
28579,0.26,0.64
28580,0.25,0.65
28581,0.02,0.69
28582,0.32,0.43
28583,0.03,0.92
28584,0.07,0.94
28585,0.26,0.38
28586,0.08,0.06
28587,0.24,0.69
28588,0.16,0.31
28589,0.98,0.99
28590,0.01,0.28
28591,0.74,0.97
28592,0.78,0.94
28593,0.26,0.73
28594,0.01,0.14
28595,0.42,0.71
28596,0,0.07
28597,0.1,0.91
28598,0.23,0.31
28599,0.12,0.12
28600,0.04,0.33
28601,0.28,0.82
28602,0.19,0.67
28603,0.37,0.21
28604,0.41,0.48
28605,0.06,0
28606,0.02,0.17
28607,0,0.24
28608,0.03,0.21
28609,0.44,0.84
28610,0.7,0.27
28611,0.27,0.33
28612,0.07,0.96
28613,0.08,0.25
28614,0,0.09
28615,0.06,0.19
28616,0,0.26
28617,0.01,0.03
28618,0.13,0.14
28619,0.17,0.41
28620,0.67,0.76
28621,0.02,0.73
28622,0.67,0.69
28623,0.02,0.38
28624,0,0.52
28625,0.16,0.29
28626,0.04,0.8
28627,0.26,0.66
28628,0.08,0.34
28629,0.02,0
28630,0.43,0.74
28631,0.19,0.55
28632,0.1,0.07
28633,0.73,0.71
28634,0.36,0.19
28635,0.19,0.85
28636,0,0.49
28637,0.19,0.78
28638,0.47,0.42
28639,0,0.78
28640,0.17,0.32
28641,0.05,0.54
28642,0.05,0.51
28643,0.13,0.38
28644,0.25,0.45
28645,0.01,0.34
28646,0.25,0.26
28647,0,0.23
28648,0.03,0.43
28649,0.43,0.4
28650,0.2,0.3
28651,0.83,0.69
28652,0.05,0.03
28653,0,0.76
28654,0.14,0.91
28655,0.21,0.58
28656,0.17,0.62
28657,0.22,0.13
28658,0.68,0.9
28659,0.05,0.04
28660,0.64,0.25
28661,0.58,0.49
28662,0,0.12
28663,0.01,0.31
28664,0.04,0.93
28665,0.56,0.36
28666,0.09,0.09
28667,0.36,0.33
28668,0.15,0.62
28669,0.36,0.91
28670,0.23,0.01
28671,0.12,0.05
28672,0.08,0.67
28673,0.29,0.91
28674,0.12,0.21
28675,0.72,0.97
28676,0.29,0.51
28677,0.04,0.84
28678,0.04,0.18
28679,0.38,0.52
28680,0,0.42
28681,0.58,0.81
28682,0.9,0.96
28683,0.01,0.24
28684,0,0.18
28685,0.02,0.13
28686,0.22,0.82
28687,0.02,0.09
28688,0.15,0.63
28689,0.7,0.94
28690,0.09,0.47
28691,0.35,0.53
28692,0.09,0.72
28693,0.03,0.85
28694,0.22,0.74
28695,0.19,0.7
28696,0,0.24
28697,0.15,0.47
28698,0.89,0.89
28699,0.03,0.12
28700,0.04,0.97
28701,0.07,0.24
28702,0,0.1
28703,0.02,0.59
28704,0.5,0.77
28705,0.23,0.91
28706,0.14,0.16
28707,0.01,0.32
28708,0.31,0.08
28709,0.07,0.1
28710,0.94,0.97
28711,0.82,0.99
28712,0.33,0.53
28713,0.35,0.24
28714,0.67,0.64
28715,0.87,0.78
28716,0.25,0.13
28717,0,0.5
28718,0.01,0.52
28719,0.06,0.04
28720,0.14,0.3
28721,0,0.29
28722,0.26,0.44
28723,0.19,0.87
28724,0.21,0.59
28725,0.17,0.89
28726,0.24,0.16
28727,0.13,0.75
28728,0.36,0.14
28729,0.16,0.92
28730,0.47,0.62
28731,0.25,0.37
28732,0.19,0.08
28733,0.06,0.2
28734,0.03,0.25
28735,0,0.41
28736,0.02,0.17
28737,0.11,1
28738,0.01,0.98
28739,0.2,0.56
28740,0.7,0.84
28741,0.02,0.37
28742,0.12,0.02
28743,0,0.12
28744,0.02,0.78
28745,0.06,0.96
28746,0.73,0.28
28747,0.16,0.86
28748,0.87,0.9
28749,0.12,0.66
28750,0.12,0.12
28751,0.21,0.55
28752,0.39,0.25
28753,0.18,0
28754,0.7,0.73
28755,0.24,0.66
28756,0.02,0.13
28757,0.15,0.37
28758,0.18,0.28
28759,0.02,0.36
28760,0,0.11
28761,0.16,0.8
28762,0.54,0.99
28763,0.07,0.13
28764,0.69,0.6
28765,0.06,0.69
28766,0.06,0.86
28767,0.13,0.34
28768,0.1,0.05
28769,0.15,0.54
28770,0.52,0.73
28771,0.62,0.83
28772,0.04,0.49
28773,0.02,0.28
28774,0.69,0.9
28775,0,0.38
28776,0.06,0.47
28777,0,0.27
28778,0.31,0.5
28779,0.44,0.81
28780,0,0.08
28781,0.45,0.67
28782,0.12,0.95
28783,0.15,0.18
28784,0.1,0.35
28785,0.06,0.41
28786,0.02,0.07
28787,0.2,0.2
28788,0.02,0.06
28789,0.44,0.27
28790,0.72,0.73
28791,0.43,0.9
28792,0.81,0.82
28793,0.77,0.97
28794,0.01,0.03
28795,0.32,0.25
28796,0,0.04
28797,0.84,0.94
28798,0.24,0.96
28799,0.33,0.17
28800,0.11,0.09
28801,0.08,0.07
28802,0.25,0.23
28803,0.09,0.91
28804,0.03,0.98
28805,0.02,0.01
28806,0.84,0.68
28807,0.07,0.27
28808,0.19,0.35
28809,0.07,0.64
28810,0.12,0.4
28811,0.09,0.99
28812,0.04,0.1
28813,0.03,0.28
28814,0.1,0.3
28815,0,0.11
28816,0.03,0.34
28817,0,0.54
28818,0.14,0.14
28819,0.06,0.67
28820,0,0.04
28821,0,0.1
28822,0.01,0.06
28823,0.13,0.78
28824,0.56,0.9
28825,0.15,0
28826,0.01,0.18
28827,0.54,0.68
28828,0.15,0.32
28829,0.21,0.24
28830,0.09,0.37
28831,0.03,0.18
28832,0.04,0.48
28833,0.22,0.42
28834,0.3,0.63
28835,0.26,0.4
28836,0.05,0.76
28837,0.61,0.62
28838,0.17,0.55
28839,0.5,0.97
28840,0.01,0.48
28841,0.05,0.16
28842,0.46,0.31
28843,0.1,0.75
28844,0.06,0.16
28845,0.05,0.06
28846,0.76,1
28847,0.03,0.06
28848,0.38,0.38
28849,0.34,0.4
28850,0.08,0.31
28851,0.19,0.17
28852,0.22,0.82
28853,0.03,0.02
28854,0.16,0.91
28855,0.03,0.21
28856,0.02,0.56
28857,0,0.36
28858,0.01,0.73
28859,0.17,0.14
28860,0.14,0.48
28861,0.65,0.78
28862,0.38,0.53
28863,0.1,0.98
28864,0.59,0.57
28865,0.03,0.82
28866,0.5,0.37
28867,0.05,0.18
28868,0,0.04
28869,0.02,0.14
28870,0.18,0.12
28871,0.18,0.08
28872,0.07,0.89
28873,0.03,0.01
28874,0.3,0.83
28875,0.07,0.81
28876,0.22,0.53
28877,0.01,0.01
28878,0.04,0.07
28879,0.06,0.72
28880,0.27,0.61
28881,0.09,0.08
28882,0.83,0.82
28883,0.55,0.7
28884,0.35,0.11
28885,0.13,0.36
28886,0.07,0.19
28887,0,0.11
28888,0.01,0.07
28889,0,0.18
28890,0.03,0.56
28891,0.17,0.18
28892,0.02,0.21
28893,0.01,0.58
28894,0,0.1
28895,0.1,0.14
28896,0.18,0.37
28897,0.39,0.9
28898,0,0.39
28899,0.12,0.53
28900,0.06,0.4
28901,0.03,0.92
28902,0.14,0.22
28903,0.16,0.23
28904,0.34,0.74
28905,0.23,0.7
28906,0.07,0.75
28907,0,0.02
28908,0.69,0.99
28909,0.58,0.76
28910,0.15,0.58
28911,0.12,0.41
28912,0.17,0.97
28913,0,0.2
28914,0.04,0.85
28915,0.33,0.34
28916,0.36,0.58
28917,0.08,0.82
28918,0.65,0.7
28919,0.39,0.88
28920,0.62,0.67
28921,0.1,0.65
28922,0.1,0.33
28923,0.84,0.89
28924,0.03,0.67
28925,0.37,0.93
28926,0.18,0.04
28927,0.04,0.18
28928,0.37,0.63
28929,0.03,0.01
28930,0.08,0.07
28931,0.32,0.51
28932,0.71,0.21
28933,0,0
28934,0.3,0.56
28935,0.21,0.51
28936,0.03,0
28937,0.11,0.64
28938,0,0.15
28939,0.34,0.51
28940,0.26,0.62
28941,0.39,0.73
28942,0.07,0.2
28943,0.23,0.41
28944,0.19,0.23
28945,0.07,0.27
28946,0.12,0.6
28947,0.14,0.18
28948,0.22,0.58
28949,0.12,0.39
28950,0.02,1
28951,0.06,0.07
28952,0.03,0.53
28953,0.05,0.72
28954,0.13,0.34
28955,0.05,0.96
28956,0.03,0.34
28957,0.24,0.25
28958,0.2,0.29
28959,0.35,0.63
28960,0.33,0.82
28961,0.17,0.21
28962,0.37,0.1
28963,0.22,0.69
28964,0.02,0.61
28965,0.54,0.2
28966,0.11,0.12
28967,0.21,0.96
28968,0.12,0.76
28969,0.14,0.3
28970,0.06,0.13
28971,0.25,0.69
28972,0.13,0.9
28973,0,0.39
28974,0.04,0
28975,0.01,0.49
28976,0.11,0.73
28977,0.2,0.24
28978,0.01,0.46
28979,0.17,0.77
28980,0.05,0.08
28981,0.38,0.63
28982,0.01,0.17
28983,0.01,0.04
28984,0.35,0.83
28985,0.01,0.41
28986,0.47,0.62
28987,0.02,0.08
28988,0.52,0.5
28989,0.11,0.92
28990,0.06,0.38
28991,0.28,0.62
28992,0.08,0.13
28993,0.14,0.29
28994,0.2,0.24
28995,0.04,0.81
28996,0.2,0.67
28997,0.09,0.11
28998,0.31,0.71
28999,0.06,0.27
29000,0.99,0.99
29001,0.01,0.17
29002,0.4,0.2
29003,0.46,0.67
29004,0.75,0.9
29005,0.01,0.5
29006,0.15,0.05
29007,0.04,0.89
29008,0.2,0.43
29009,0.01,0.42
29010,0.07,0.3
29011,0.01,0.16
29012,0.39,0.42
29013,0,0.15
29014,0.24,0.39
29015,0.01,0.14
29016,0.08,0.69
29017,0.09,0.93
29018,0.03,0.1
29019,0,0.68
29020,0.43,0.69
29021,0.39,0.74
29022,0.31,0.35
29023,0.72,0.88
29024,0.32,0.48
29025,0,0.18
29026,0.51,0.58
29027,0.69,0.69
29028,0.21,0.36
29029,0,0.35
29030,0.05,0.23
29031,0.17,0.02
29032,0.21,0.84
29033,0,0.48
29034,0.59,0.61
29035,0.04,0.34
29036,0.18,0.34
29037,0.04,0.95
29038,0,0.41
29039,0.35,0.47
29040,0.16,0.25
29041,0.34,0.53
29042,0.39,0.16
29043,0.04,0.14
29044,0.83,0.86
29045,0.31,0.36
29046,0.03,0.2
29047,0.16,0.17
29048,0.67,0.87
29049,0.77,0.96
29050,0,0.62
29051,0.48,0.38
29052,0.04,0.07
29053,0.17,0.15
29054,0.02,0.14
29055,0.03,0.82
29056,0,0.89
29057,0.13,0.93
29058,0.01,0.02
29059,0.02,0.48
29060,0.13,0.67
29061,0.14,0.31
29062,0.17,0.22
29063,0.9,0.69
29064,0.79,0.83
29065,0.29,0.16
29066,0.14,0.85
29067,0.51,0.87
29068,0,0.05
29069,0,0.87
29070,0.06,0.6
29071,0.27,0.56
29072,0.03,0.65
29073,0.16,0.06
29074,0.83,0.93
29075,0.02,0.66
29076,0.81,0.72
29077,0,0.86
29078,0.07,0.41
29079,0.57,0.35
29080,0,0.18
29081,0.03,0.59
29082,0.01,0.05
29083,0,0.02
29084,0.52,0.89
29085,0.18,0.89
29086,0.89,0.9
29087,0.21,0.36
29088,0.24,0.43
29089,0.01,0.02
29090,0.12,0.73
29091,0.44,0.87
29092,0.47,0.54
29093,0.81,0.84
29094,0,0.02
29095,0.11,0.39
29096,0.44,0.61
29097,0.02,0.07
29098,0.82,0.85
29099,0.64,0.75
29100,0.8,0.63
29101,0.12,0.61
29102,0.3,0.9
29103,0.47,0.64
29104,0.01,0.71
29105,0.8,0.98
29106,0.1,0.63
29107,0.06,0.24
29108,0.84,0.87
29109,0.25,0.34
29110,0.04,0.23
29111,0.54,0.94
29112,0.49,0.73
29113,0.11,0.13
29114,0.22,0.61
29115,0.04,0.15
29116,0.13,0.33
29117,0.24,0.66
29118,0.38,0.64
29119,0.83,0.97
29120,0.01,0.09
29121,0.07,0.03
29122,0.3,0.86
29123,0.1,0.43
29124,0.29,0.07
29125,0.01,0.5
29126,0.64,0.27
29127,0.43,0.72
29128,0.07,0.73
29129,0.03,0.14
29130,0.2,0.8
29131,0,0.02
29132,0.42,0.47
29133,0.01,0.49
29134,0.03,0.2
29135,0.23,0.97
29136,0.04,0.1
29137,0.34,0.56
29138,0,0.01
29139,0,0.24
29140,0.15,0.06
29141,0.42,0.25
29142,0.66,0.6
29143,0.02,0.14
29144,0.95,0.99
29145,0.6,0.51
29146,0.15,0.17
29147,0.1,0.72
29148,0.32,0.83
29149,0,0.81
29150,0.03,0.37
29151,0.06,0.37
29152,0.21,0.69
29153,0.23,0.18
29154,0.07,0.17
29155,0.16,0.82
29156,0.13,0.23
29157,0.06,0.08
29158,0.03,0.79
29159,0.48,0.54
29160,0,0.12
29161,0.54,0.67
29162,0.01,0.17
29163,0.03,0.23
29164,0.1,0.24
29165,0.91,0.97
29166,0.12,0.41
29167,0.12,0.05
29168,0.2,0.47
29169,0.45,0.62
29170,0.17,0.66
29171,0.19,0.62
29172,0,0.15
29173,0.01,0.58
29174,0.52,0.21
29175,0.65,0.57
29176,0.44,0.63
29177,0.31,0.46
29178,0.19,0.29
29179,0.12,0.56
29180,0.04,0.84
29181,0.12,0.25
29182,0.07,0.01
29183,0.43,0.59
29184,0.05,0.05
29185,0.55,0.27
29186,0.11,0.36
29187,0.02,0.29
29188,0.08,0.17
29189,0,0.04
29190,0.02,0.4
29191,0.11,0.06
29192,0.01,0.15
29193,0.09,0.3
29194,0,0.05
29195,0.36,0.91
29196,0.25,0.06
29197,0.09,0.24
29198,0.2,0.32
29199,0.11,0.43
29200,0.64,0.22
29201,0.05,0.08
29202,0.6,0.72
29203,0.03,0.71
29204,0,0.69
29205,0.04,0.91
29206,0.18,0.85
29207,0.28,0.56
29208,0.11,0.98
29209,0.1,0.15
29210,0.09,0.01
29211,0.37,0.57
29212,0.02,0.06
29213,0,0.16
29214,0.11,0.59
29215,0.06,0.32
29216,0.83,0.91
29217,0.34,0.21
29218,0.35,0.71
29219,0.03,0.01
29220,0.08,0.63
29221,0.56,0.77
29222,0.04,0.04
29223,0.06,0.11
29224,0.58,0.33
29225,0.05,0.97
29226,0.03,0.2
29227,0.18,0.54
29228,0.9,0.76
29229,0.13,0.19
29230,0.43,0.5
29231,0.02,0.25
29232,0.15,0.3
29233,0,0.26
29234,0.02,0.08
29235,0.63,0.66
29236,0.36,0.56
29237,0.04,0.26
29238,0.67,0.93
29239,0.07,0.09
29240,0.11,0.49
29241,0.01,0.08
29242,0.02,0.8
29243,0.05,0.56
29244,0.8,0.81
29245,0.08,0.29
29246,0,0.92
29247,0.05,0.46
29248,0.44,0.08
29249,0.64,0.97
29250,0.12,0.7
29251,0.05,0.31
29252,0.87,0.9
29253,0.33,0.29
29254,0.67,0.8
29255,0,0.08
29256,0.36,0.28
29257,0.01,0.45
29258,0,0.13
29259,0,0.06
29260,0.86,0.72
29261,0.02,0.77
29262,0.37,0.45
29263,0,0.09
29264,0.72,0.91
29265,0.03,0.14
29266,0.22,0.07
29267,0.59,0.84
29268,0.59,0.06
29269,0.12,0.65
29270,0.05,0.18
29271,0.13,0.27
29272,0.12,0.52
29273,0.04,0.13
29274,0.19,0.98
29275,0.24,0.56
29276,0.07,0.09
29277,0.34,0.64
29278,0,0.05
29279,0.01,0.41
29280,0.01,0.75
29281,0.02,0.42
29282,0.34,0.5
29283,0.07,0.63
29284,0.03,0.27
29285,0.02,0.82
29286,0.46,0.19
29287,0.11,0.28
29288,0.36,0.87
29289,0.93,0.99
29290,0.04,0.05
29291,0,0.19
29292,0.81,0.93
29293,0.13,0.33
29294,0.11,0.4
29295,0.83,0.91
